,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_asset_value,loan_status
1893,2,1,0,15.538277155705378,16.660419941783683,16,586,17.353567122343627,1
1894,0,1,1,15.907374619642667,16.68340946000838,16,384,18.06970382112827,0
1895,4,0,0,15.60727002719233,16.70588231586044,18,882,17.17935215308266,1
1896,5,0,1,15.250595083253597,16.231424336265324,2,758,17.04235455248165,1
1897,5,1,0,14.28551418721001,15.201804919084164,18,529,15.990262279448435,0
1898,3,1,1,13.592367006650065,14.22097566607244,2,589,15.38412647587812,1
1899,1,1,0,13.122363377404328,14.077874822431765,6,670,15.096444403426338,1
1900,5,0,1,15.27412558066379,16.461685355348397,12,532,17.367997387172654,0
1901,0,0,0,15.201804919084164,16.34123920227253,18,868,17.16541464523888,1
1902,2,0,0,14.880221294956703,15.80338490611862,2,776,16.95966283663654,1
1903,5,1,1,14.648419680899378,16.02378497148708,16,644,16.60667566577699,1
1904,0,1,1,14.403297222866392,15.60727002719233,12,658,16.308716010566968,1
1905,1,1,1,15.978833583624812,17.33892557235068,10,766,17.633222883921178,1
1906,3,0,0,15.86963429165982,16.864783598446294,12,717,17.45309671769066,1
1907,2,1,0,14.978661367769956,15.65606019136176,10,339,16.536805985816503,0
1908,0,0,0,14.28551418721001,15.319587954740548,18,463,15.89495209964411,0
1909,4,0,0,14.690979295318174,15.80338490611862,4,540,16.364955728889846,1
1910,1,1,0,14.403297222866392,15.590462908875947,16,804,16.045524958123483,1
1911,1,1,0,15.830413578506539,16.588099280204055,10,541,17.692942118622803,0
1912,4,0,1,15.717618084361195,16.727861222579214,10,371,16.96824658032793,0
1913,5,1,0,15.573368475516649,16.432906390798355,6,369,17.158372362613466,0
1914,0,0,0,13.122363377404328,14.403297222866392,2,651,14.77102200299171,1
1915,0,1,1,16.056220247240233,17.239773212557427,10,477,17.7667542765457,0
1916,4,0,0,14.28551418721001,15.64005985001532,18,554,16.176364559082295,1
1917,0,1,1,16.045524958123483,17.034386382832476,14,362,18.123621509687986,0
1918,5,1,0,15.123843377614453,16.454567887579532,2,469,16.536805985816503,1
1919,3,0,0,13.710150042306449,14.457364444136669,12,547,15.64005985001532,0
1920,4,0,0,13.122363377404328,14.077874822431765,6,809,14.457364444136669,1
1921,1,1,1,15.86963429165982,16.600521800202614,2,335,17.684626062381145,0
1922,5,0,1,15.483217378522351,16.432906390798355,18,708,17.33003662493343,1
1923,0,1,0,12.611537753638338,13.458835614025542,16,779,14.28551418721001,1
1924,0,1,1,15.424948470398375,16.80623028969472,6,748,17.252718377149463,1
1925,0,1,0,15.88237331743725,17.168917275790083,18,541,17.32106795495067,0
1926,4,1,0,15.483217378522351,16.575520497997196,2,527,17.299822846336937,0
1927,0,0,1,15.520258650202699,16.543363386362664,4,859,17.463568017557954,1
1928,0,1,0,14.22097566607244,15.538277155705378,18,604,16.176364559082295,1
1929,5,1,0,15.702580206996654,16.816230373029303,18,348,17.481633024955595,0
1930,4,1,1,15.64005985001532,16.600521800202614,20,734,17.274976847750406,1
1931,3,1,0,15.65606019136176,16.64872390202049,16,388,17.31504384034729,0
1932,0,1,1,15.150511624696614,15.907374619642667,20,831,16.70031127081098,1
1933,5,0,0,13.122363377404328,14.22097566607244,6,433,14.978661367769956,0
1934,2,1,1,15.424948470398375,16.58182966719046,16,699,17.50439001207821,1
1935,0,0,0,15.319587954740548,16.654589021472887,8,303,17.431819319243374,0
1936,4,0,0,13.815510557964274,15.150511624696614,2,611,15.702580206996654,1
1937,2,1,0,14.346138809026444,15.123843377614453,20,558,16.38045991542581,1
1938,4,1,1,13.997832114758229,15.38412647587812,2,752,15.80338490611862,1
1939,5,0,1,15.955576721460545,17.065885049891847,14,786,18.043803092696113,1
1940,0,1,0,15.967272761223736,17.182806387950748,18,481,17.85680589909656,0
1941,2,1,0,12.89921982609012,14.077874822431765,16,507,14.603967918328545,0
1942,4,1,0,15.978833583624812,16.801192495664765,14,715,18.026155575882534,1
1943,0,0,0,14.403297222866392,15.555976732804778,20,392,16.222455666282563,0
1944,0,1,1,15.363073066680286,16.689075197544057,16,887,17.077445872292923,1
1945,0,0,0,15.80338490611862,16.888203872654394,2,479,17.79705962604103,0
1946,2,1,0,15.943742263813542,17.284366588100244,20,328,17.69501037168686,0
1947,2,1,1,15.38412647587812,16.3727378693319,8,740,17.030378361434938,1
1948,2,1,0,16.034714042019267,17.347736202032834,2,456,17.822843743196746,1
1949,1,0,0,15.64005985001532,16.864783598446294,10,467,17.82102390647976,0
1950,0,1,1,12.206072645530174,13.458835614025542,10,587,13.304684934198283,0
1951,0,0,1,14.73180128983843,15.717618084361195,16,569,16.549878067383858,1
1952,3,0,1,15.89495209964411,17.01009369026343,14,399,17.853284768697982,0
1953,1,0,0,15.341566861459324,16.536805985816503,4,593,17.318060433886718,1
1954,3,0,1,15.404745763080856,16.35711255142882,8,409,17.16541464523888,0
1955,4,0,0,16.06680235657077,16.874217630679652,18,353,17.870767731478328,0
1956,5,1,1,15.319587954740548,16.266515656076592,20,306,17.005986908310778,0
1957,2,1,1,15.590462908875947,16.46875252257149,12,499,17.631022663011578,0
1958,4,1,0,15.250595083253597,16.496532086678563,6,324,17.107636844572067,0
1959,2,0,1,15.009433026436708,16.240313283682568,6,647,17.158372362613466,1
1960,2,1,1,15.404745763080856,16.349207371921707,2,767,17.04631495369775,1
1961,4,0,0,15.483217378522351,16.185754299432134,12,821,17.639794649084415,1
1962,4,0,0,15.789591583986283,16.689075197544057,6,338,17.808191466409873,0
1963,0,1,0,15.943742263813542,17.005986908310778,4,785,17.86031467462624,1
1964,3,1,0,15.150511624696614,16.283610089435893,4,694,16.44739939810092,1
1965,0,0,0,16.108045315104818,16.920097236430347,20,613,18.002130396295545,1
1966,4,1,1,14.880221294956703,15.931766072766827,10,318,17.065885049891847,0
1967,3,0,1,15.60727002719233,16.744034081824815,18,783,17.51434034293138,1
1968,2,0,0,14.346138809026444,15.483217378522351,20,761,15.88237331743725,1
1969,4,1,1,15.483217378522351,16.300417207752275,10,329,17.686711568872166,0
1970,5,0,1,15.830413578506539,16.523560759066484,14,661,17.770593052852867,1
1971,4,0,0,12.89921982609012,13.710150042306449,18,339,14.457364444136669,0
1972,1,1,1,15.931766072766827,16.689075197544057,10,673,17.941030737654824,1
1973,3,1,0,15.319587954740548,16.642824179893303,18,748,17.43718126238476,1
1974,3,1,0,15.341566861459324,16.11809565095832,4,702,17.17935215308266,1
1975,4,0,0,15.363073066680286,16.147654453199863,12,710,17.47135015800001,1
1976,0,1,1,13.710150042306449,15.068273526459642,6,331,15.943742263813542,0
1977,1,0,0,14.690979295318174,15.84365880525656,12,372,16.711422496236054,0
1978,0,0,1,15.176487111099874,16.077273656438063,10,783,17.103912445481086,1
1979,0,1,0,15.931766072766827,17.26231845087848,18,558,17.69501037168686,1
1980,4,1,1,15.363073066680286,16.38045991542581,6,552,17.15483253590834,1
1981,4,0,0,15.176487111099874,16.176364559082295,20,544,16.951004773893423,0
1982,2,0,0,12.89921982609012,13.815510557964274,6,425,14.557447902693651,0
1983,2,0,1,14.346138809026444,15.444751097694555,18,321,16.249123913364723,0
1984,2,1,1,15.623799329143539,16.556350581889475,8,758,17.32406645794693,1
1985,5,1,1,15.80338490611862,16.791040124200745,10,373,17.62660764480246,0
1986,3,0,1,12.611537753638338,13.122363377404328,6,876,14.403297222866392,1
1987,2,0,0,15.27412558066379,16.489659207390805,10,594,17.26231845087848,1
1988,3,0,0,15.761420707019587,16.727861222579214,18,837,17.274976847750406,1
1989,0,0,1,15.404745763080856,16.61887093887081,4,600,17.274976847750406,1
1990,4,1,0,15.64005985001532,16.333207030575267,20,547,17.73152558466196,0
1991,1,0,0,15.226497531674536,16.575520497997196,12,431,17.450461670052654,0
1992,0,0,1,15.80338490611862,16.933460464242515,12,851,17.421008403139158,1
1993,4,0,1,16.034714042019267,17.151280134303974,12,760,18.03648777111974,1
1994,0,0,0,13.592367006650065,14.690979295318174,2,716,15.501909511534503,1
1995,4,0,0,14.880221294956703,16.231424336265324,10,744,16.785925023533974,1
1996,3,0,0,15.907374619642667,16.888203872654394,4,740,17.783913896828526,1
1997,0,1,0,16.045524958123483,16.826131444012017,14,759,18.146243898250606,1
1998,4,1,1,16.034714042019267,17.19650523230891,14,517,17.697074355907713,0
1999,3,0,1,14.946912669455374,15.65606019136176,18,895,16.831045458814444,1
2000,3,0,1,15.761420707019587,16.549878067383858,20,315,17.72352554199488,0
2001,4,0,0,15.176487111099874,15.990262279448435,14,527,17.1296965626368,0
2002,3,1,0,15.520258650202699,16.801192495664765,14,853,17.17935215308266,1
2003,0,1,0,15.702580206996654,16.432906390798355,20,747,17.396247853458508,1
2004,2,0,0,16.108045315104818,17.26866767855714,16,892,18.002130396295545,1
2005,4,1,1,15.702580206996654,16.835935444108635,8,856,17.701189588052817,1
2006,3,1,0,15.967272761223736,16.97675726999584,4,324,17.7355017330416,0
2007,5,1,0,15.88237331743725,17.168917275790083,12,812,18.037955122813692,1
2008,5,1,1,15.732433170146335,16.933460464242515,2,804,17.601970340417076,1
2009,4,1,0,13.458835614025542,14.403297222866392,8,874,15.250595083253597,1
2010,2,0,1,15.150511624696614,16.11809565095832,12,516,17.069753526669768,0
2011,5,1,1,15.747031969567487,16.722411617811648,4,402,17.822843743196746,0
2012,1,1,1,15.123843377614453,16.333207030575267,12,330,16.68340946000838,0
2013,1,1,0,15.88237331743725,16.99356438831222,12,867,18.07254070246347,1
2014,4,1,1,15.990262279448435,17.347736202032834,16,844,17.928022424141822,1
2015,5,0,1,15.009433026436708,15.86963429165982,8,310,16.780783624033557,0
2016,4,0,0,15.573368475516649,16.46875252257149,20,535,17.47135015800001,0
2017,1,1,1,15.816990558174398,17.19990082131005,16,323,17.764829348136118,0
2018,1,1,0,15.919644712234481,17.05810290944979,4,686,17.20328491929429,1
2019,0,0,1,15.009433026436708,16.077273656438063,8,465,16.733281290048552,0
2020,4,1,1,15.483217378522351,16.185754299432134,12,547,17.16541464523888,0
2021,1,0,0,15.555976732804778,16.76519889301686,12,649,17.516812532076766,1
2022,2,0,0,16.012735135300492,17.24949776244942,14,670,18.0739561308668,1
2023,3,1,0,15.590462908875947,16.48273876454623,10,408,17.347736202032834,0
2024,2,0,0,15.501909511534503,16.292048958081757,6,303,17.654962870557586,0
2025,0,1,0,16.0978929436408,17.365127944744703,14,497,17.468762834435058,0
2026,4,1,1,16.0978929436408,17.344807942253745,14,740,17.83369375922081,1
2027,4,0,1,15.150511624696614,15.919644712234481,4,309,17.158372362613466,0
2028,0,0,0,16.06680235657077,17.01009369026343,14,769,17.93941392242792,1
2029,3,1,1,14.73180128983843,15.775605342011543,6,420,16.749367427800177,0
2030,1,1,0,14.457364444136669,15.60727002719233,20,540,15.907374619642667,0
2031,5,1,1,15.29711509888849,16.176364559082295,20,806,17.096421773751928,1
2032,4,1,1,14.151982794585487,14.880221294956703,6,723,16.12804598181149,1
2033,5,0,1,14.978661367769956,16.283610089435893,16,565,16.897420527759316,1
2034,1,1,1,14.946912669455374,16.034714042019267,16,374,16.61887093887081,0
2035,4,1,0,15.319587954740548,16.108045315104818,10,509,17.18624873214172,0
2036,3,0,1,16.045524958123483,16.972510979114386,16,728,17.73748389424559,1
2037,2,1,0,15.747031969567487,16.716932152047026,20,396,17.690869579020827,0
2038,0,0,1,15.176487111099874,15.967272761223736,2,667,17.088874568116545,1
2039,5,0,0,14.978661367769956,15.816990558174398,12,583,17.18624873214172,1
2040,1,0,1,15.538277155705378,16.864783598446294,10,459,17.31504384034729,0
2041,4,0,1,15.123843377614453,16.292048958081757,18,635,17.161899703131436,1
2042,3,0,0,15.943742263813542,17.118727531266227,12,604,17.88624525454724,1
2043,0,0,1,15.250595083253597,16.00156183470237,14,796,16.93787548245163,1
2044,4,1,0,15.150511624696614,15.955576721460545,10,416,17.216707939626428,0
2045,3,1,0,14.978661367769956,15.919644712234481,8,311,16.94227109392467,0
2046,1,1,0,16.08763644347361,17.33892557235068,10,833,18.142288718407677,1
2047,1,0,1,15.27412558066379,16.056220247240233,6,543,17.26866767855714,0
2048,5,1,1,15.907374619642667,16.826131444012017,18,751,17.69913408887072,1
2049,5,0,1,16.056220247240233,16.95966283663654,14,885,17.870767731478328,1
2050,4,0,1,15.907374619642667,16.780783624033557,6,346,17.74537348152075,0
2051,4,1,0,15.687312734865866,16.489659207390805,4,588,17.7073308560749,1
2052,2,1,0,16.056220247240233,16.955343175492022,4,488,17.96023132751144,0
2053,1,0,1,14.77102200299171,15.702580206996654,20,765,15.990262279448435,1
2054,3,0,1,15.89495209964411,17.05810290944979,6,337,17.45309671769066,0
2055,1,1,0,15.363073066680286,16.045524958123483,8,515,17.073607095985757,0
2056,2,1,1,15.84365880525656,16.920097236430347,12,555,17.521738650412825,1
2057,1,1,1,15.732433170146335,17.118727531266227,2,702,17.51434034293138,1
2058,2,0,1,15.702580206996654,16.64872390202049,2,457,17.278116567755074,0
2059,2,1,0,15.919644712234481,17.118727531266227,10,425,17.729531566055094,0
2060,1,1,1,15.29711509888849,16.325109820342647,6,583,17.344807942253745,1
2061,1,0,0,15.931766072766827,17.18967926723851,6,877,17.98372496875283,1
2062,0,1,0,16.034714042019267,17.41282281855272,14,522,17.755148730425393,0
2063,5,0,1,14.808762330974558,15.978833583624812,20,687,16.461685355348397,1
2064,0,1,0,15.623799329143539,16.97675726999584,20,856,17.299822846336937,1
2065,4,0,1,16.02378497148708,17.312018119430753,8,543,17.923100346936394,0
2066,5,0,1,15.84365880525656,16.549878067383858,14,576,17.35065591213617,1
2067,2,0,0,15.789591583986283,16.64872390202049,10,856,17.778226677707938,1
2068,0,1,1,14.77102200299171,15.919644712234481,8,722,16.70588231586044,1
2069,4,1,1,15.687312734865866,16.821193162371433,12,653,17.73152558466196,1
2070,5,1,0,16.00156183470237,17.385043254445645,16,480,17.88624525454724,0
2071,2,1,1,15.501909511534503,16.475770095230136,14,477,17.1296965626368,0
2072,0,1,0,12.611537753638338,13.122363377404328,2,885,14.22097566607244,1
2073,0,0,0,15.943742263813542,16.791040124200745,18,530,17.86031467462624,0
2074,3,1,0,15.931766072766827,16.660419941783683,8,870,17.548406897494985,1
2075,4,0,0,14.346138809026444,15.538277155705378,8,395,16.056220247240233,0
2076,2,0,0,14.22097566607244,15.250595083253597,16,771,16.12804598181149,1
2077,1,0,1,12.206072645530174,13.122363377404328,2,579,13.997832114758229,1
2078,1,1,1,13.815510557964274,15.123843377614453,14,798,15.816990558174398,1
2079,3,0,1,15.990262279448435,17.038378404102012,8,473,17.815544440715133,0
2080,0,1,1,13.815510557964274,14.978661367769956,8,304,15.520258650202699,0
2081,0,0,1,15.967272761223736,16.951004773893423,14,678,18.065433352004817,1
2082,5,1,1,14.690979295318174,16.00156183470237,2,745,16.523560759066484,1
2083,1,1,0,14.690979295318174,16.00156183470237,8,835,16.1378982782545,1
2084,5,0,1,15.60727002719233,16.308716010566968,20,848,17.511862026916912,1
2085,5,0,0,15.84365880525656,16.60667566577699,18,872,17.302885635867483,1
2086,3,0,0,15.89495209964411,16.816230373029303,10,608,17.85151954317341,1
2087,0,1,1,15.501909511534503,16.785925023533974,16,758,17.20328491929429,1
2088,0,0,1,14.151982794585487,15.123843377614453,4,841,16.077273656438063,1
2089,0,0,1,13.592367006650065,14.77102200299171,2,618,15.201804919084164,1
2090,4,1,1,12.611537753638338,13.9108207377686,4,457,14.648419680899378,1
2091,0,1,0,15.226497531674536,16.48273876454623,4,844,16.94227109392467,1
2092,2,0,0,14.22097566607244,15.150511624696614,4,776,16.06680235657077,1
2093,1,0,0,15.341566861459324,16.44739939810092,8,520,17.27182723884751,0
2094,1,1,1,15.009433026436708,15.830413578506539,12,648,16.727861222579214,1
2095,4,0,1,15.88237331743725,17.26231845087848,10,654,17.944256546903706,1
2096,0,0,0,15.907374619642667,17.09265529095645,20,342,17.52664062101303,0
2097,5,0,0,13.710150042306449,14.845129975145433,16,808,15.747031969567487,1
2098,1,1,1,15.404745763080856,16.536805985816503,10,429,17.239773212557427,0
2099,3,1,1,15.623799329143539,16.711422496236054,14,538,17.49686174565742,0
2100,3,0,0,15.319587954740548,16.612791892794426,6,533,16.972510979114386,0
2101,2,1,1,14.880221294956703,15.80338490611862,8,394,16.90655301132259,0
2102,1,0,0,15.88237331743725,17.193098073987297,2,771,17.819200751918245,1
2103,5,1,1,15.226497531674536,16.12804598181149,4,792,16.99356438831222,1
2104,5,0,1,15.856730886823913,16.556350581889475,8,407,17.654962870557586,0
2105,0,0,0,15.538277155705378,16.775615653875114,18,544,17.385043254445645,0
2106,5,1,0,16.012735135300492,16.70588231586044,18,509,17.83907493812533,0
2107,4,0,1,15.671808548329901,16.727861222579214,16,320,17.588271496058912,0
2108,4,1,0,15.747031969567487,16.503358051748965,2,496,17.466168799258014,0
2109,3,0,0,16.02378497148708,17.126053571358298,18,652,17.810034784904165,1
2110,2,1,1,13.9108207377686,15.123843377614453,2,806,15.747031969567487,1
2111,4,0,0,14.346138809026444,15.319587954740548,12,821,16.25785759333348,1
2112,5,1,1,16.034714042019267,17.175885945106174,20,618,18.058275125304647,1
2113,2,0,1,15.931766072766827,16.84080163375981,12,729,18.081003376382203,1
2114,5,0,1,15.424948470398375,16.176364559082295,6,839,17.610999747136468,1
2115,3,1,0,14.603967918328545,15.671808548329901,2,318,16.045524958123483,0
2116,2,1,0,15.319587954740548,16.077273656438063,16,404,17.1296965626368,0
2117,5,0,1,15.226497531674536,16.012735135300492,6,581,16.94227109392467,1
2118,1,0,0,14.845129975145433,15.732433170146335,18,596,16.654589021472887,1
2119,1,0,0,15.702580206996654,16.8456442582356,4,415,17.65065251905646,1
2120,3,0,1,14.978661367769956,15.789591583986283,6,728,16.780783624033557,1
2121,0,0,0,15.65606019136176,16.40327459319198,2,666,17.278116567755074,1
2122,2,1,0,15.363073066680286,16.689075197544057,14,675,17.299822846336937,1
2123,0,1,0,15.226497531674536,16.549878067383858,16,304,17.1296965626368,0
2124,5,1,1,15.775605342011543,16.556350581889475,4,474,17.69501037168686,0
2125,4,1,1,15.404745763080856,16.1378982782545,18,370,17.32406645794693,0
2126,4,1,0,15.538277155705378,16.826131444012017,20,596,17.415558798371595,1
2127,4,1,0,15.03928598958639,15.931766072766827,2,567,16.835935444108635,1
2128,3,0,0,15.319587954740548,16.59432982995469,16,671,17.290577788192884,1
2129,2,1,0,12.611537753638338,13.592367006650065,18,819,14.457364444136669,1
2130,5,0,1,15.84365880525656,16.951004773893423,10,829,17.379393521903527,1
2131,5,1,0,13.122363377404328,13.997832114758229,12,454,14.978661367769956,0
2132,0,1,1,15.590462908875947,16.536805985816503,16,399,17.429127527577663,0
2133,0,1,0,15.775605342011543,16.8456442582356,10,784,17.865554861289795,1
2134,2,0,1,15.955576721460545,17.107636844572067,6,538,17.971263748315017,0
2135,0,1,1,15.671808548329901,16.642824179893303,16,759,17.543610725231492,1
2136,2,1,0,15.775605342011543,16.87890147999208,12,699,17.770593052852867,1
2137,5,0,0,14.403297222866392,15.501909511534503,14,347,16.275099399767985,0
2138,3,0,1,15.702580206996654,17.04235455248165,20,598,17.64415195445337,1
2139,4,1,1,15.990262279448435,17.11504428584993,2,406,17.81187471182617,1
2140,2,0,0,15.38412647587812,16.575520497997196,20,860,16.972510979114386,1
2141,5,1,1,15.29711509888849,16.61887093887081,10,806,16.90199719478673,1
2142,0,0,0,14.508657738524219,15.747031969567487,2,448,16.536805985816503,1
2143,2,1,0,15.732433170146335,16.933460464242515,20,393,17.305939073354374,0
2144,5,0,1,15.702580206996654,16.588099280204055,12,811,17.447819660589815,1
2145,2,1,0,15.009433026436708,15.88237331743725,20,829,16.93787548245163,1
2146,3,0,0,15.816990558174398,16.96824658032793,16,700,17.764829348136118,1
2147,0,0,1,15.319587954740548,16.333207030575267,18,719,16.94227109392467,1
2148,1,0,1,16.06680235657077,17.23323724157764,12,430,17.81737426739221,0
2149,1,1,0,13.592367006650065,14.914122846632385,4,338,15.404745763080856,1
2150,2,1,0,15.201804919084164,16.38045991542581,4,695,17.312018119430753,1
2151,2,0,0,15.761420707019587,17.06200154986545,18,374,17.41282281855272,0
2152,3,1,0,15.068273526459642,15.955576721460545,18,609,16.929025867174648,1
2153,3,1,1,16.08763644347361,17.399029496420383,6,631,17.622173047734595,1
2154,0,0,0,15.03928598958639,16.195056692094447,6,439,16.821193162371433,0
2155,1,1,1,15.341566861459324,16.41820024340866,20,837,17.136942971157566,1
2156,4,1,0,15.150511624696614,16.1573163641116,10,833,17.158372362613466,1
2157,4,0,1,15.250595083253597,16.077273656438063,20,863,16.850463544671545,1
2158,2,1,0,14.73180128983843,15.978833583624812,4,684,16.3727378693319,1
2159,0,0,1,15.761420707019587,17.01825700090259,6,542,17.458346073576802,0
2160,1,0,0,15.483217378522351,16.25785759333348,8,753,17.26866767855714,1
2161,0,0,0,15.671808548329901,16.46875252257149,2,512,17.43718126238476,0
2162,3,0,0,15.03928598958639,15.907374619642667,12,385,17.02635421113521,0
2163,4,0,0,15.717618084361195,16.749367427800177,2,749,17.7667542765457,1
2164,1,0,1,15.341566861459324,16.12804598181149,4,618,16.785925023533974,1
2165,4,1,1,13.710150042306449,14.73180128983843,4,583,15.424948470398375,1
2166,0,1,0,15.444751097694555,16.80623028969472,18,655,17.168917275790083,1
2167,0,0,1,15.761420707019587,16.855259716935038,20,380,17.72553156072175,0
2168,3,1,1,15.226497531674536,16.503358051748965,6,679,17.088874568116545,1
2169,2,1,0,15.341566861459324,16.510137738734343,6,410,17.543610725231492,0
2170,2,1,1,15.096444403426338,16.25785759333348,8,590,16.8456442582356,1
2171,5,1,0,15.590462908875947,16.440179150127435,14,397,17.41007933260697,0
2172,2,1,0,13.304684934198283,14.557447902693651,16,425,15.201804919084164,0
2173,0,1,0,15.404745763080856,16.612791892794426,2,383,17.133326330687378,1
2174,5,1,1,15.671808548329901,16.98938901690174,6,406,17.85504688369138,0
2175,2,1,0,15.761420707019587,16.801192495664765,10,563,17.601970340417076,1
2176,3,1,1,15.717618084361195,16.41076526492114,14,782,17.606495235015363,1
2177,1,0,1,13.592367006650065,14.603967918328545,4,852,15.27412558066379,1
2178,5,0,0,15.84365880525656,17.140546578660864,2,753,17.831893578716663,1
2179,5,1,1,14.978661367769956,15.84365880525656,4,489,16.831045458814444,0
2180,2,0,1,15.404745763080856,16.440179150127435,2,586,17.15483253590834,1
2181,3,0,0,15.789591583986283,16.850463544671545,16,560,17.43985149094064,1
2182,3,1,0,15.538277155705378,16.84080163375981,6,487,17.51434034293138,0
2183,4,1,1,15.80338490611862,16.722411617811648,8,434,17.652810017196483,0
2184,4,0,0,15.009433026436708,15.761420707019587,20,504,16.869511739642242,0
2185,2,1,1,16.034714042019267,17.04631495369775,4,827,18.093564602255178,1
2186,3,0,1,15.907374619642667,16.963963918535928,20,657,17.783913896828526,1
2187,5,1,0,15.702580206996654,16.87890147999208,10,447,17.7355017330416,0
2188,0,1,1,15.250595083253597,16.42558035070628,4,834,17.118727531266227,1
2189,2,1,0,15.573368475516649,16.892822818510687,8,354,17.335971360453247,0
2190,2,1,1,15.538277155705378,16.860032995687696,18,883,17.460960454150875,1
2191,0,0,1,15.096444403426338,16.108045315104818,12,641,17.014183675514957,1
2192,1,1,1,15.856730886823913,16.642824179893303,6,621,18.03648777111974,1
2193,0,1,1,15.86963429165982,16.963963918535928,10,587,17.893048001869992,1
2194,3,0,0,15.555976732804778,16.549878067383858,16,424,17.20665760377293,0
2195,5,1,0,15.65606019136176,16.835935444108635,14,515,17.379393521903527,0
2196,5,0,1,14.648419680899378,15.363073066680286,18,592,16.489659207390805,1
2197,4,1,1,16.077273656438063,16.80623028969472,6,319,17.81187471182617,0
2198,1,0,1,13.815510557964274,15.176487111099874,16,360,15.520258650202699,0
2199,5,1,1,15.789591583986283,17.11504428584993,12,535,17.80634474381671,0
2200,2,0,1,15.150511624696614,16.249123913364723,16,666,16.95966283663654,1
2201,4,0,1,16.045524958123483,17.01825700090259,16,419,17.72553156072175,0
2202,2,0,1,15.789591583986283,16.90199719478673,12,640,17.210018951475632,1
2203,0,1,0,15.84365880525656,16.796129193708218,12,545,17.65065251905646,0
2204,4,1,0,15.319587954740548,16.543363386362664,10,843,17.31504384034729,1
2205,1,0,1,16.108045315104818,17.246266741867974,20,559,18.048166735983887,1
2206,0,0,1,13.458835614025542,14.508657738524219,18,650,15.424948470398375,1
2207,0,1,0,15.068273526459642,16.325109820342647,16,479,17.158372362613466,0
2208,1,1,1,12.611537753638338,13.815510557964274,14,324,14.151982794585487,0
2209,5,0,1,15.501909511534503,16.630919277386983,2,354,17.220035729719104,1
2210,4,0,1,14.845129975145433,15.943742263813542,10,521,16.556350581889475,0
2211,5,0,1,15.404745763080856,16.58182966719046,8,505,17.460960454150875,0
2212,4,0,0,13.304684934198283,14.346138809026444,12,436,14.845129975145433,0
2213,0,1,0,14.914122846632385,15.907374619642667,6,683,16.883563493097892,1
2214,0,1,0,14.403297222866392,15.573368475516649,18,348,16.240313283682568,0
2215,4,1,1,15.444751097694555,16.569171270318538,6,867,17.560297644016508,1
2216,5,1,0,14.151982794585487,15.226497531674536,14,880,16.1573163641116,1
2217,2,1,1,15.717618084361195,17.054189010128656,10,673,17.72352554199488,1
2218,3,0,0,15.27412558066379,16.349207371921707,18,482,17.19990082131005,0
2219,3,1,1,15.86963429165982,16.791040124200745,4,767,17.85504688369138,1
2220,3,0,0,15.501909511534503,16.575520497997196,18,760,17.468762834435058,1
2221,0,0,0,13.122363377404328,14.457364444136669,2,857,15.123843377614453,1
2222,1,1,0,15.967272761223736,17.10017412337048,10,735,17.782021748676488,1
2223,3,1,0,14.73180128983843,16.045524958123483,4,810,16.76519889301686,1
2224,4,0,0,14.914122846632385,15.789591583986283,2,680,16.562781472219765,1
2225,5,0,1,15.761420707019587,17.107636844572067,4,889,17.382222378104004,1
2226,1,0,1,12.89921982609012,14.22097566607244,16,688,14.557447902693651,1
2227,5,0,0,15.464169183551656,16.432906390798355,16,531,17.278116567755074,0
2228,3,1,0,15.009433026436708,16.222455666282563,2,660,17.111347423968603,1
2229,1,0,1,14.690979295318174,15.990262279448435,18,414,16.549878067383858,0
2230,4,1,1,15.573368475516649,16.575520497997196,14,528,17.41282281855272,0
2231,4,0,1,16.056220247240233,16.811242831518264,12,817,17.678343319201648,1
2232,2,0,0,15.623799329143539,16.543363386362664,2,799,17.39066124674987,1
2233,1,1,1,15.830413578506539,16.87890147999208,20,655,17.901486870515857,1
2234,2,0,0,15.226497531674536,16.600521800202614,6,546,17.050259731988763,0
2235,3,0,0,15.955576721460545,17.2430252479438,14,745,17.639794649084415,1
2236,0,1,0,15.27412558066379,16.642824179893303,8,884,17.133326330687378,1
2237,5,0,0,16.045524958123483,16.90655301132259,4,822,18.023183805493378,1
2238,4,0,0,15.60727002719233,16.744034081824815,2,623,17.31504384034729,1
2239,1,0,1,15.483217378522351,16.75467248002987,16,361,16.93787548245163,0
2240,5,0,1,15.816990558174398,16.600521800202614,2,778,17.692942118622803,1
2241,1,0,1,13.9108207377686,15.150511624696614,8,779,15.89495209964411,1
2242,1,1,1,15.702580206996654,16.8456442582356,4,594,17.511862026916912,1
2243,3,1,0,15.919644712234481,17.158372362613466,2,530,17.872499333642605,1
2244,3,0,0,15.009433026436708,16.045524958123483,12,324,16.671980764184756,0
2245,4,1,1,14.73180128983843,16.012735135300492,10,394,16.759949537130716,0
2246,3,1,1,15.009433026436708,16.1573163641116,12,816,17.220035729719104,1
2247,5,0,0,13.815510557964274,14.648419680899378,16,423,15.717618084361195,0
2248,5,1,1,15.64005985001532,16.364955728889846,2,539,17.565014633894645,0
2249,1,1,0,15.761420707019587,16.860032995687696,20,554,17.59285866006582,1
